UO,IJ,"PROCESSO ADMINISTRATIVO","PROCESSO PAGAMENTO","PROTEÇÃO SOCIAL",PROGRAMA,FAVORECIDO,IDENTIFICAÇÃO,FONTE,NE,NPD,"MÊS PARCELA",VENCIMENTO,VALOR,CONTA,"DATA BORDERÔ",BORDERÔ,"STATUS DA PRESTAÇÃO DE CONTAS",OBSERVAÇÃO
1289223,MEDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/08,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1290264,"TÉCNICO DE SERVIÇOS DE SAÚDE","N - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/10,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1287999,MEDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/05,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1290167,MEDICO,"B  UNIDADE DE PRONTO ATENDIMENTO  UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/11,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1290051,MEDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/08,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1290272,"TÉCNICO DE SERVIÇOS DE SAÚDE","N - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/10,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1290760,"TÉCNICO DE SERVIÇOS DE SAÚDE","N - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/13,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1291023,"TÉCNICO DE SERVIÇOS DE SAÚDE","N - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/14,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1286690,MÉDICO,"B  UNIDADE DE PRONTO ATENDIMENTO  UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/03/30,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1291066,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/14,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1291414,"ASSISTENTE ADMINISTRATIVO","N - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/14,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1290949,MÉDICO,"N - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/12,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1286682,MÉDICO,"N - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/13,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
129085X,MÉDICO,"N  UNIDADE DE PRONTO ATENDIMENTO  UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/14,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1291120,MÉDICO,"N - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/15,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1291627,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/14,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1291449,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/14,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1294944,MEDICO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/05/01,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1296890,"ASSISTENTE ADMINISTRATIVO","VN - CENTRO DE SAÚDE JARDIM COMERCIÁRIOS - CSJC",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/05/11,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1279996,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/05,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1279953,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/04,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1281044,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/10,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1280404,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/08,2021/03/24,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1279880,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/05,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1280277,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/08,2021/03/08,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1292240,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/04/19,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1280099,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/05,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1280668,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/09,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1280293,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/05,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1280137,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/05,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1279902,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/04,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1280145,"TÉCNICO DE SERVIÇOS DE SAÚDE","NC - SERVIÇO DE ATENDIMENTO MÓVEL DE URGÊNCIA E TRANSPORTE EM SAÚDE - SAMU-TS",CONTRATADO,"SAMU - TS - 2 - EQUIPE PARA DESINFECÇÃO CONCORRENTE DAS AMBULÂNCIAS E COBRIR AFASTAMENTOS",2021/03/06,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1290140,"ASSISTENTE ADMINISTRATIVO","VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/10,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1291937,ENFERMEIRO,"B - CENTRO DE SAÚDE VILA PINHO - CSVP",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/04/16,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1290566,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/04/11,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1291481,ENFERMEIRO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"UNIDADE DE ATENDIMENTO 24H NÃO COVID",2021/04/14,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1293824,ENFERMEIRO,"NO - CENTRO DE SAÚDE ERMELINDA - CSE",CONTRATADO,"REPOSIÇÃO DE PROFISSIONAL AFASTADO",2021/04/27,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1295053,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID BARREIRO",2021/05/06,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1289711,"TÉCNICO DE SERVIÇOS DE SAÚDE","L - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"EMAD COLETA COVID SAD APOIO COLETA SWAB - 1 - INCREMENTO EQUIPE PARA COLETA",2021/04/08,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1243622,"TÉCNICO DE SERVIÇOS DE SAÚDE","L - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"EMAD COLETA COVID SAD APOIO COLETA SWAB - 1 - INCREMENTO EQUIPE PARA COLETA",2020/07/24,2021/01/13,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1284574,"TÉCNICO DE SERVIÇOS DE SAÚDE","L - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"EMAD COLETA COVID SAD APOIO COLETA SWAB - 1 - INCREMENTO EQUIPE PARA COLETA",2021/03/24,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1241077,"TÉCNICO DE SERVIÇOS DE SAÚDE","L - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"EMAD COLETA COVID SAD APOIO COLETA SWAB - 2 - INCREMENTO EQUIPE PARA COLETA",2020/07/09,2021/03/12,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1294316,"TÉCNICO DE SERVIÇOS DE SAÚDE","L - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"EMAD COLETA COVID SAD APOIO COLETA SWAB - 2 - INCREMENTO EQUIPE PARA COLETA",2021/04/29,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
124095X,"TÉCNICO DE SERVIÇOS DE SAÚDE","L - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"EMAD COLETA COVID SAD APOIO COLETA SWAB - 2 - INCREMENTO EQUIPE PARA COLETA",2020/07/08,2020/12/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1272851,"TÉCNICO DE SERVIÇOS DE SAÚDE","L - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"EMAD COLETA COVID SAD APOIO COLETA SWAB - 2 - INCREMENTO EQUIPE PARA COLETA",2021/01/28,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1240771,"TÉCNICO DE SERVIÇOS DE SAÚDE","L - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"EMAD COLETA COVID SAD APOIO COLETA SWAB - 2 - INCREMENTO EQUIPE PARA COLETA",2020/07/07,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1292895,ENFERMEIRO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"SESC VN - ISOLAMENTO MORADORES DE RUA - 1 - CONTRAPARTIDA DA SMSA - ENFERMAGEM",2021/04/20,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1293093,ENFERMEIRO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"SESC VN - ISOLAMENTO MORADORES DE RUA - 1 - CONTRAPARTIDA DA SMSA - ENFERMAGEM",2021/04/21,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1293069,ENFERMEIRO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"SESC VN - ISOLAMENTO MORADORES DE RUA - 1 - CONTRAPARTIDA DA SMSA - ENFERMAGEM",2021/04/20,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1293085,ENFERMEIRO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"SESC VN - ISOLAMENTO MORADORES DE RUA - 1 - CONTRAPARTIDA DA SMSA - ENFERMAGEM",2021/04/21,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1244300,"TÉCNICO DE SERVIÇOS DE SAÚDE","VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/07/29,2020/12/21,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1286372,"TÉCNICO DE SERVIÇOS DE SAÚDE","B  UNIDADE DE PRONTO ATENDIMENTO  UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2021/03/29,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1281206,"TÉCNICO DE SERVIÇOS DE SAÚDE","B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2021/03/11,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1243940,"TÉCNICO DE SERVIÇOS DE SAÚDE","VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/07/27,2020/08/05,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1248950,"TÉCNICO DE SERVIÇOS DE SAÚDE","VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/08/31,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1245722,"TÉCNICO DE SERVIÇOS DE SAÚDE","VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/08/05,2020/10/01,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1247792,"TÉCNICO DE SERVIÇOS DE SAÚDE","VN  UNIDADE DE PRONTO ATENDIMENTO  UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/08/24,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
124615X,"TÉCNICO DE SERVIÇOS DE SAÚDE","VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/08/07,2020/10/23,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1263976,"TÉCNICO DE SERVIÇOS DE SAÚDE","VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/12/11,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1249787,"TÉCNICO DE SERVIÇOS DE SAÚDE","VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/09/04,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1243517,"TÉCNICO DE SERVIÇOS DE SAÚDE","VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/07/24,2020/07/29,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1243746,ENFERMEIRO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/07/25,2020/10/17,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1262716,ENFERMEIRO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/12/01,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1243908,ENFERMEIRO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/07/26,2021/01/12,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1285708,ENFERMEIRO,"VN  UNIDADE DE PRONTO ATENDIMENTO  UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2021/03/28,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1243665,ENFERMEIRO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/07/24,2020/07/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1248659,ENFERMEIRO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/08/29,2020/12/25,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
129314X,ENFERMEIRO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2021/04/22,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1284981,ENFERMEIRO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2021/03/25,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1279937,MÉDICO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2021/03/06,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
125294X,MÉDICO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/09/23,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1243851,MÉDICO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/07/27,2020/11/25,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
125294X,MÉDICO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2021/01/25,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1244998,MÉDICO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/08/04,2020/08/25,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1253202,MÉDICO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/09/29,2020/12/09,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
124470X,MÉDICO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2020/07/30,2020/10/02,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1282296,MÉDICO,"VN - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-VN - 1 - ABERTURA DE NOVO SERVIÇO EM VENDA NOVA",2021/03/18,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1242405,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-B - 2 - ABERTURA DE NOVO SERVIÇO NO BARREIRO",2020/07/18,2020/07/22,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1244459,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-B - 2 - ABERTURA DE NOVO SERVIÇO NO BARREIRO",2020/09/24,2021/02/25,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1253075,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-B - 2 - ABERTURA DE NOVO SERVIÇO NO BARREIRO",2020/09/29,2021/01/06,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1277861,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-B - 2 - ABERTURA DE NOVO SERVIÇO NO BARREIRO",2021/02/16,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1242324,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-B - 2 - ABERTURA DE NOVO SERVIÇO NO BARREIRO",2020/07/16,2020/11/12,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1242049,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-B - 2 - ABERTURA DE NOVO SERVIÇO NO BARREIRO",2020/07/15,2020/09/02,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
124114X,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-B - 2 - ABERTURA DE NOVO SERVIÇO NO BARREIRO",2020/10/06,2020/12/29,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1272754,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-B - 2 - ABERTURA DE NOVO SERVIÇO NO BARREIRO",2021/01/27,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1242359,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-B - 2 - ABERTURA DE NOVO SERVIÇO NO BARREIRO",2020/07/19,2020/10/31,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1263313,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-B - 2 - ABERTURA DE NOVO SERVIÇO NO BARREIRO",2020/12/11,2021/02/27,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
1289525,MÉDICO,"B - UNIDADE DE PRONTO ATENDIMENTO - UPA",CONTRATADO,"CECOVID UPA-B - 2 - ABERTURA DE NOVO SERVIÇO NO BARREIRO",2021/04/09,2021/06/30,"UNIÃO / RECURSOS ORDINÁRIOS DO TESOURO"
