UO,IJ,"PROCESSO ADMINISTRATIVO","PROCESSO PAGAMENTO","PROTEÇÃO SOCIAL",PROGRAMA,FAVORECIDO,IDENTIFICAÇÃO,FONTE,NE,NPD,"MÊS PARCELA",VENCIMENTO,VALOR,CONTA,"DATA BORDERÔ",BORDERÔ,"STATUS DA PRESTAÇÃO DE CONTAS",OBSERVAÇÃO,"METAS PACTUADAS/REPACTUADAS"
conferência com o tema “Atuação da rede SUS-BH na atenção ao envelhecimento da população”, com
objetivo de valorizar a atuação na atenção ao processo de envelhecimento da população cuidada e
promover o protagonismo da pessoa idosa na promoção da saúde, do envelhecimento saudável, na
proteção dos direitos e na prevenção da violência. Foi apresentado pelas nove regionais as experiências
exitosas na oferta de serviços assistenciais à po pulação idosa de BH. O evento contou com a participação

dos profissionais das eSF, NASF-AB, GAERE, DRES, GEICS e DIAS com 85 pontos de acesso.

Divulgação de Informe Saúde para sensibilização da rede assistencial com as temáticas do “Novembro

Azul” (3 de novembro de 2020) e do Dia Mundial do Diabetes (14 de novembro de 2020).

73
Outras entregas relacionadas à atenção ao adulto e ao idoso, pelo caráter transversal, estão alocadas e

descritas no tópico “Cuidado em Rede”.

Temática 1.4: Rede de Atenção Psicossocial

Implantada a partir de 1993, a Política de Saúde Mental de Belo Horizonte tem por diretriz ética a
superação do manicômio enquanto lugar de tratamento e exclusão da diferença. Propõe-se, portanto, a
extinção do manicômio em sua face concreta, reduzindo gradativamente os leitos psiquiátricos por meio
da criação dos serviços substitutivos, lugares de tratamento e promoção de inserção social dos cidadãos
em sofrimento mental. Assim como, oferta espaços de educação continuada, discussão ampliada de casos
e troca de saberes para os profissionais da rede e temas inovadores são provocados com vistas à

adequação da política pública, como a redução de danos, entre outros.

Ao longo desses anos, vêm sendo construída, na cidade, uma rede diversificada de serviços que atuam de
forma articulada, assegurando aos usuários assistência digna, integral e de qualidade; composta pelos
Serviços Residenciais Terapêuticos (SRT), Centros de Referência em Saúde Mental (CERSAM), Centros de
Referência de Saúde Mental - Álcool e outras Drogas (CERSAMAD), Centros de Referência em Saúde
Mental Infanto-Juvenil (CERSAMI), Centros de Convivência, Projeto Arte da Saúde, Incubadora de
Empreendimentos Solidários da Saúde Mental, Equipes Complementares de Atenção à Saúde Mental da
Criança e do Adolescente, equipes de saúde mental na APS, equipes de Consultório na Rua e Unidades de

Acolhimento. Contribuindo para a construção dessa rede, destaca-se abaixo as ações realizadas em 2020.

e Inauguração, em 4 de janeiro de 2020, do acolhimento noturno no CERSAM-AD Pampulha/
Noroeste.

e Criação de blocos carnavalescos em diversos serviços da rede (CERSAM, Centros de Convivência
e Arte da Saúde) com a participação de usuários e trabalhadores.

e Em24de abril de 2020, a Coordenação de Saúde Mental foi nomeada GRSAM.

e Ampliação de leitos de acolhimento noturno com a transferência do Serviço de Urgência
Psiquiátrica (SUP) da Santa Casa de Belo Horizonte para o CERSAM-AD Nordeste a partir de 27 de
agosto de 2020.

e Publicação em 28 de agosto de 2020 da Portaria SMSA/SUS-BH nº 0327/2020 que dispõe sobre o
objetivo e funcionamento dos Serviços Residenciais Terapêuticos no município de Belo Horizonte.

e Realização do | Fórum Ampliado de Saúde Mental com tema, “GRSAM e RAPS enfrentando

desafios e fortalecendo a luta antimanicomial”, realizado em formato virtual em 2 de outubro de
2020, com participação de gestores locais, referências técnicas, representantes da Residência
Integrada em Saúde Mental Multiprofissional (RISM) e representantes da RAPS-BH.

e Publicação em 29 de outubro de 2020 da habilitação junto ao MS da SRT Meninos de Oliveira
como SRT tipo Il.

74
e Atuação do Consultório de Rua em conjunto com o Projeto Canto da Rua Emergencial sendo
realizadas 528 abordagens individuais às PSR destacando: orientações gerais e sobre saúde e
distribuição de insumos de redução de danos à saúde; realização de cinco atividades sobre
redução de danos à saúde para os usuários; realização de articulações no território junto à rede
de saúde e socioassistencial conforme demanda dos usuários para garantia de cidadania e
promoção à saúde; realização de uma ação de educação em saúde sobre IST com disponibilização
de testagem rápida de sífilis, hepatites virais e HIV; realização de três atividades de arte educação
com usuários abordados.

e Participação da Incubadora de Empreendimentos Econômicos e Solidários em um evento de
formação "I Congresso Interdisciplinar Psicologia e Direito da UNA Contagem: O Louco infrator e
o estigma da (Rej)inserção social ao mercado de trabalho", realizado em 10 de dezembro de 2020,
para compartilhar a experiência de geração de renda na RAPS-BH.

e Realização do tradicional Bazar de Natal em formato virtual, entre os dias 9 e 18 de dezembro
com venda de produtos dos associados da Associação Suricato e usuários dos Centros de

Convivência.

As ofertas de serviços da RAPS-BH tiveram que ser readequadas à situação epidemiológica da COVID-19,
com a utilização de estratégias para manutenção de vínculo com os usuários e também dos atendimentos
presenciais quando necessários. Diversos recursos virtuais estão sendo utilizados, como:
telemonitoramento de usuários assistidos, oficinas terapêuticas virtuais; encontros virtuais entre
profissionais para discussão e construção dos casos de usuários; ações de matriciamento virtual e/ou
atendimento virtual compartilhado com a equipe de eSF pelas equipes de saúde mental dos centros de

saúde.

Os SRT tiveram que se adequarem às medidas de segurança e proteção para os moradores e continuaram
com as ações estratégicas de desinstitucionalização e telemonitoramento dos casos de usuários que
fazem jus ao Programa de Volta para Casa. Outros serviços com característica do cuidado “para fora”,
tiveram que se voltar “para dentro” como o caso das Unidades de Acolhimento Transitório Infanto-Juvenil
e Adulto, que apesar de não reduzir os acolhimentos de casos encaminhados pelo CERSAMI e CERSAM-
AD, tiveram de ampliar as ações de proteção e distanciamento social para minimizar riscos de transmissão
aos moradores reorganizando a rotina com ações educativas e terapêuticas dentro das unidades. O Arte
da Saúde para crianças e adolescentes manteve a oferta das 51 oficinas do programa no formato online.
Além disso, como estratégia para manutenção do vínculo, houve a realização de gincanas semanalmente
durante os meses de setembro e outubro, também em formato online e com a participação das crianças
e adolescentes assistidos pelo projeto. Ao final, houve entrega de troféus como forma de premiação para

a equipe vencedora. Ofertas como essas buscam manter a vinculação do público acompanhado pelo

75
projeto, promovendo a participação social e construção da cidadania, minimizando o risco de transmissão

de COVID-19.

A Incubadora de Empreendimentos Econômicos e Solidários com o objetivo de viabilizar a autonomia por
meio do trabalho, e geração de renda através da comercialização das peças e dos serviços produzidos,
forneceu suporte à Associação Suricato, que tem como associados os usuários da RAPS. No período de
distanciamento social os quatro núcleos produtivos, costura e bordado, culinária, marcenaria e mosaico,
tiveram suas atividades suspensas, sendo garantido acompanhamento e suporte aos usuários associados.
Para auxiliar na geração de renda aos associados neste período, houve venda de vouchers (vale compras),
a serem utilizados na loja da Suricato quando forem retomados os serviços. Com a flexibilização do
distanciamento social e a reabertura de alguns setores, a incubadora apoiou a realização do projeto de
adequação do Espaço Cultural, objetivando a reabertura da loja da Suricato no bairro Floresta de forma
segura, que se manteve aberta entre 25 de novembro e 23 de dezembro de 2020, envolvendo associados

e retomando alguns núcleos de produção.

Tabela 17 - Dados da Rede de Atenção Psicossocial, Belo Horizonte, 2017 a 2020.

Especificação 2017 pAnES PANE) pAydo)

 

Atendimentos em saúde mental!) 345417) 357554] 359.778] 326.309

Fonte: SISREDE; GRSAM. Dados extraídos em 04/01/2021.
a Atendimentos referentes profissionais de saúde mental nos Centros de Saúde, CERSAMS, e Centros de Convivência.

 

Temática 1.5: Rede de Saúde Bucal

A organização da Atenção da Saúde Bucal na rede SUS-BH visa trabalhar de forma equânime respondendo

às necessidades de saúde bucal nos três níveis de atenção: primária, secundária e terciária.

Em 2020, foram desenvolvidas ações para qualificação dos processos de trabalhos e produções de
orientações norteadoras construídas pela Coordenação Técnica de Saúde Bucal, referências técnicas

regionais e equipes de Saúde Bucal (eSB), destacando:

e reformulação e acompanhamento dos Indicadores de Saúde Bucal, inclusive do Programa Previne
Brasil;

e construção do Roteiro de Monitoramento, a fim de alinhar o acompanhamento, por parte das
regionais, dos processos de trabalho das eSB;

e construção dos ciclos de monitoramento, garantindo pelo menos duas visitas anuais nos centros
de saúde, sendo a maioria realizada de forma remota devido a pandemia da COVID-19;

e atualização do passo a passo para preenchimento da planilha de Revisão de Fila das
Especialidades Odontológicas devido ao contingenciamento em relação à COVID-19, a fim de

identificar os casos inadiáveis;

76
e publicação, em 13 de fevereiro de 2020, do documento “Orientações sobre as ações
desenvolvidas pela saúde bucal nas instituições de educação da área de abrangência dos centros
de saúde” 1º,

e habilitação do CEO Paracatu por meio da Portaria nº 670/GM/MS, de 1º de abril de 2020;

e aquisição de 51 equipamentos para o CEO Barreiro e 33 para o CEO Venda Nova, sendo: kit
acadêmico, ar-condicionado, localizar apical, aparelho conjugado de ultrassom, mocho
odontológico, fotopolimerizador, motor elétrico e cadeiras;

e criação, em 14 de setembro de 2020, de uma nova vaga para a especialidade de Estomatologia
no CEO Centro-Sul;

e levantamento de necessidades de adequação das estruturas físicas nas unidades, incluindo os
quatro CEO;

e realização em 28 e 30 de setembro de 2020 da Web conferência “Técnicas de Intervenção Mínima
(ARTe TRMIP;

e realização em 26 de outubro e 4 de novembro de 2020 da Web conferência “Lesões da Mucosa
Bucal/Câncer Bucal”;

e divulgação em 16 de outubro de 2020 da Nota Técnica “A Importância da Remoção Seletiva de

Dentina Cariada na Abordagem de Lesões Cariosas Profundas”.

Considerando a situação epidemiológica em relação a COVID-19 no município, em março de 2020, os
profissionais, inclusive da saúde bucal, com idade superior a sessenta anos, as gestantes e os
comprovadamente imunossuprimidos foram afastados imediatamente do trabalho presencial sob
orientação da Portaria SMSA/SUS-BH nº 89/2020 que regulamenta a prestação dos serviços na Secretaria
Municipal de Saúde e as medidas temporárias de prevenção ao contágio pelo novo Coronavírus (COVID-
19). Os atendimentos eletivos foram suspensos, sendo a oferta restrita às urgências e emergências e os
atendimentos dos casos inadiáveis em conformidade com a Nota Técnica COVID-19 nº 007/2020 —
Recomendações para adequação das atividades desenvolvidas na Atenção Primária à Saúde em situação
de surtos/epidemias de síndrome gripal e infecções pelo SARS-CoV-2. No entanto, os usuários que
procuraram os centros de saúde foram acolhidos e tiveram suas necessidades avaliadas, sem restrição de
acesso para escuta e avaliação, proporcionando a integralidade, longitudinalidade e a equidade do
cuidado. Em junho de 2020, com a Resolução do Conselho Federal de Odontologia (CFO) nº 226/2020, a
Coordenação Técnica de Saúde Bucal passou a orientar sobre o uso de novas tecnologias nas práticas

odontológicas. A teleodontologia oportunizou aos profissionais da saúde bucal a retomada da oferta de

1º Documento encontra-se disponível em: https://prefeiturapbh.gov.br/sites /default/files/estrutura-de-

governo/saude/2018/documentos /publicacoes%2 0atencao%20saude/orientacoes-saude-bucal. pdf

77
diversos serviços, como rastreamento e busca ativa de público prioritário e de risco, dentre outras

atividades.

Tabela 18 - Dados da Rede de Saúde Bucal, 2017 a 2020

  

1ºQ pAdo] 3ºQ

  

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

ESET 2017 | 201 Gio EA SEDA
Equipes de Saúde Bucal 302 304 304 308 308 308 308
Próteses dentárias fornecidas 6.445 9.012 7.875 1.907 421 895 3.223,
DES dentárias acrílicas fornecidas na 3.623 5404 3.815 921 366 621 1908
Próteses dentárias fornecidas no CEO 2.822 3.608) 4.060 487] 125 274t 886)
Próteses dentárias acrílicas no CEO 617 942 1.306 263) 76 1460 485
Consultas odontológicas!” 415.608] 434.743] 460.592] 105.928] 47.846] 69.863] 223.637]
Primeiras consultas odontológicas 138.959) 134.715] 141.402 30341) 1.713 4819) 36.873
Tratamentos odontológicos completados 96.270) 90.699] 95.447] 20.340 2.446] 3.896| 26.682
Levantamento de necessidades em saúde | »,6 og] 268.393] 286004] 28.601) 6865) 13260) 48726
bucal realizados

 

 

 

Fontes: Coordenação Técnica de Saúde Bucal. Dados extraídos em 07/01/2021.

a Dados atualizados e retificados dos três quadrimestres de 2020.

b Dados parciais, extraído do sistema FÊNIX até novembro de 2020.

c Decorrente de medidas para enfrentamento à COVID-19, os atendimentos eletivos da rede de Saúde Bucal foram suspensos,
sendo a oferta restrita às urgências e emergências.

Temática 1.6: Assistência Farmacêutica

Em Belo Horizonte, a Assistência Farmacêutica está organizada por meio da GAFIE, bem como em nove
Farmácias Regionais e em 184 farmácias de unidades de saúde no nível local. Essas unidades contemplam:

centros de saúde, UPA, CERSAM, CERSAM-AD, CERSAMI, URS, UDM do CTA-CS e CTRDIP.

Em 2020, o índice de abastecimento dos centros de saúde manteve-se acima de 93%, meta estabelecida
no PMS, tendo crescido a cada mês, atingindo 97,5% de abastecimento ao final de dezembro. Todos os
serviços apresentaram índices de abastecimento satisfatório, com destaque para os serviços de urgência

(UPA e SAMU) que tiveram abastecimento acima de 97,5%, atingindo 100% em dezembro.

78
Gráfico 28 - Abastecimento de medicamentos da SMSA, Belo Horizonte, 2020.

100,0%

98,0%

98,0%
97,5%
UNIDADES DE
URGÊNCIA UNIDADES DE
SAÚDE UNIDADES DE
MENTAL REFERÊNCIA CENTRO DE
SECUNDÁRIA SAÚDE

Fonte: Sistema Integrado de Estoques (SIEST), SISREDE. Dados extraídos em 08/01/2021.

Observa-se em 2020 uma diminuição do número de atendimento realizados nas farmácias da rede SUS-
BH. Ao todo, foram realizados durante o ano, 3.611.840 atendimentos nas farmácias das unidades de
saúde, com exceção às UPAS, aproximadamente 22,5% a menos que em 2019. Essa diminuição deve-se
às medidas adotadas durante o enfrentamento da pandemia COVID-19 em que foram estabelecidas
dispensações bimestrais de medicamentos, reduzindo assim a frequência nos atendimentos nas farmácias

das unidades de saúde.

Tabela 19 - Dados de Assistência Farmacêutica, Belo Horizonte, 2017 a 2020.

 
  

 
   

 

[Es ção 2017 20: 2019 2020
Atendimentos nas farmácias?) 3.980.255] 4.239.746] 4.661.218] 3.611.840
Número de medicamentos disponíveis na REMUME (itens) 383 390 394 384

 

 

 

 

 

 

 

Fonte: SISREDE; GAFIE. Dados extraídos em 08/01/2021.
a Atendimentos nas farmácias das unidades de saúde, com exceção das UPA.

Farmacovigilância
Em 2020 foram publicados os seguintes Boletins de Farmacovigilância da SMSA:

e 14/01/2020: 8º Boletim de Farmacovigilância da SMSA, trazendo recomendações para práticas
seguras de dispensação de medicamentos e correlatos nas unidades de saúde da SMSA. Destaca-
se no boletim o alerta divulgado pela Agência Nacional de Vigilância Sanitária (ANVISA) sobre a
segurança do uso da substância ondansetrona, durante a gravidez;

e 31/03/2020: 9º Boletim de Farmacovigilância apresentou os resultados do programa de
notificação de desvios de qualidade em medicamentos referentes ao 2º semestre de 2019 e traz

mais uma vez, a importância das ações de notificação da SMSA;

709
e 07/07/2020: 10º Boletim de Farmacovigilância da SMSA apresentou uma prévia dos resultados do
programa de notificação de desvios de qualidade em medicamentos no 1º semestre de 2020 e
destaca a aplicação do formulário para registro de erros de medicação nas unidades da SMSA.
Além disso, considerando o contexto da pandemia da COVID-19, foi abordado o cenário atual da
infodemia e desinfodemia no Brasil por meio da contribuição textual da professora Viviane Alves,
pós-doutora em Microbiologia do Instituto de Ciência Biológicas da UFMG, coordenadora da ação
educativa OmicroUFMG;

e 02/12/2020: 11º Boletim de Farmacovigilância da SMSA apresentou os resultados do programa
de notificações de desvios de qualidade em medicamentos, identificados no primeiro semestre
de 2020. Ademais, abordou-se a atualização referente aos alertas de segurança da ANVISA sobre
o uso da substância ondansetrona na gestação (utilizada para prevenção de náuseas e vômitos).
Além disso, foi divulgado o conteúdo dos Boletins Informativos sobre Uso Racional de
Medicamentos, importante iniciativa de promoção do uso seguro de medicamentos,

empreendida por farmacêuticos da SMSA.

No ano de 2020, foram identificadas e notificadas à ANVISA, por meio do portal do Sistema de Notificações
em Vigilância Sanitária (NOTIVISA) 828 suspeitas de desvios de qualidade em medicamentos, pelos
notificadores da SMSA. As notificações envolveram 148 medicamentos da Relação Municipal de
Medicamentos (REMUME). No total, foram segregadas 32.827 unidades farmacotécnicas com desvio de
qualidade, representando um valor financeiro estimado de R$ 4.704,74. Os desvios envolveram 37
diferentes fornecedores que foram devidamente notificados e o realizaram as reposições das unidades
perdidas até 31 de dezembro de 2020. O número de unidades farmacotécnicas repostas foi de 32.839

com um valor financeiro de R$ 11.101,77.

Em relação aos registros de erros de medicação, em 2020, foram notificadas 200 ocorrências por
farmacêuticos da SMSA. Esses dados serão objeto de análises posteriores e planejamento de estratégias

para promoção do uso seguro de medicamentos em nossas unidades.

Os dados das ações de farmacovigilância foram apresentados na Web conferência “Segurança do
Paciente” realizada pela GAFIE em parceria com a GEAPS, conforme descrito no item “Cuidado em Rede”.
Cuidado Farmacêutico e Assistência Farmacêutica

Em fevereiro foi realizada a 1º Reunião Geral da Assistência Farmacêutica de 2020, onde foi apresentado
o balanço das ações realizadas em 2019, e as programações para 2020 da GAFIE. Além disso, como
principal pauta, os convidados palestrantes abordaram o tema “Segurança do paciente, tratando a

medicação sem danos”. Oportunamente a GAFIE apresentou o Formulário para Registro de Erro de

80
Medicação, ferramenta desenvolvida para o desenvolvimento de estratégias de enfrentamento e

prevenção de novas ocorrências, e dessa forma aumentar a segurança do paciente.

Ainda em fevereiro foi divulgado o Procedimento Operacional Padrão (POP) UBS 036 — Identificação,
intervenções corretivas e registro de erros de medicação, com o objetivo de estabelecer procedimentos
e rotinas para identificação, correção e registro de erros de dispensação, prescrição e administração de

medicamentos, detectados nas unidades de saúde.

Com o objetivo de assegurar práticas adequadas e seguras de dispensação de medicamentos à população,
a GAFIE iniciou um processo de atualização da identificação dos medicamentos nas unidades de saúde,
considerando as recomendações de órgãos reconhecidos nas áreas de qualificação do cuidado à saúde e
segurança do paciente. Para a produção, foram elencados os principais aspectos relacionados a erros de
medicação nos serviços de saúde, que são: medicamentos com grafias e sons semelhantes; medicamentos
com dosagens diferentes, que apresentam risco de causar graves danos ao paciente caso utilizados de
maneira incorreta. A atualização teve início no mês de julho e, até 31 de dezembro de 2020, 36 unidades
de saúde haviam concluído o processo de identificação: três unidades de Atenção Secundária à Saúde,
três unidades de Saúde Mental e 30 unidades de Atenção Primária à Saúde. A data prevista para
finalização da atualização em todas as regionais é 30 de abril de 2021. A ação de identificação dos
medicamentos nas farmácias visando promover a segurança da dispensação, juntamente com a
implantação do “Formulário para Registro de Erro de Medicação”, fazem parte das principais ações

farmacêuticas que visam aumentar a segurança do paciente atendidos na rede.

Conforme previsto no projeto estratégico da SMSA “Promoção do Uso Racional de Medicamentos”, em
outubro de 2020, foi ofertada aos farmacêuticos uma atualização no cuidado à pessoa hipertensa. A
atualização ocorreu na modalidade online, via plataforma EAD da PBH e contou com a participação de 78

farmacêuticos.

Os resultados do monitoramento dos registros de procedimentos farmacêuticos, realizados em 2020, são

descritos na tabela 20.

Tabela 20 - Número de procedimentos farmacêuticos realizados, Belo Horizonte, 2020.

   

 

 

 

 

 

 

Procedimentos farmacêuticos

Acompanhamento farmacoterapêutico 2.980
Dispensação de medicamento/insumo 3.998
Orientação para obtenção/aumento de insumos 2.224
Orientação sobre uso de medicamentos/insumos/ outras condições 6.385
Orientação, análise de documentação e/ou solicitação de medicamentos especiais /regulados 2.059
Orientação/revisão de documentação para obtenção de medicamentos fornecidos pela SES- 4.020
MG

Práticas integrativas e complementares 230

 

 

 

 

81
Procedimentos farmacêuticos Quantidade

 

TOTAL 21.896
Fonte: SISREDE. Dados extraídos em 08/01/2021.

 

Comissão de Farmácia e Terapêutica (CFT)

A CFT é constituída no âmbito da SMSA pela Portaria SMSA/SUS-BH nº 0066/2019 e tem como objetivo a
reformulação e implementação de políticas relacionadas à seleção de medicamentos utilizados pelo
SUS/BH, qualificação dos serviços de assistência farmacêutica e promoção do uso racional de

medicamentos na rede municipal de saúde.

Em 2020 foram realizadas 414 consultas técnicas via e-mail à CFT, todas respondidas, sendo 47% das
demandas relacionadas a avaliações de tratamentos divergentes dos protocolos institucionais, 28%
relacionadas à avaliação de aplicação de medicamentos não padronizados nas unidades da rede, 12%

avaliações de prescrições com posologias atípicas e 13% outras demandas.

Além disso, foram divulgados pela CFT um total de 11 informes técnicos e 4 notas técnicas e suas

respectivas revisões, conforme detalhamento abaixo.

e Informe Técnico nº 01/2019 — CFT (versão 03, janeiro/2020) — Padronização do medicamento
ácido fólico 0,2 mg/ml, solução oral, frasco 30 mL regulado para gestantes da rede SUS/BH.
Divulgado em janeiro de 2020.

e Informe Técnico nº 02/2020 — CFT — Dispensação do medicamento desloratadina 0,5 mg/mL,
xarope na rede SUS/BH. Divulgado em fevereiro de 2020.

e Informe Técnico nº 03/2020 CFT-DIAS (Coordenação Técnica de Saúde Bucal) - Adequação do
módulo prescrição e farmácia do SISREDE à relação de medicamentos padronizados para
cirurgiões dentistas da rede SUS/BH. Divulgado em julho de 2020.

e Informe Técnico nº 04/2020 Comissão de Farmácia e Terapêutica/Gerência de Urgência e
Emergência (versão 01, julho/2020) — Padronização dos carrinhos de emergência e maletas de
transporte das Unidades de Pronto Atendimento (UPA) da SMSA/BH. Divulgado em 13 de julho
de 2020.

e Informe Técnico nº 04/2020 Comissão de Farmácia e Terapêutica/Gerência de Urgência e
Emergência (Versão 02, julho/2020) - Padronização dos carrinhos de emergência e maletas de
transporte das Unidades de Pronto Atendimento (UPA) da SMSA. Divulgado em 30 de julho de
2020.

e Informe Técnico nº 05/2020 — Coordenação de Atenção Integral à Saúde da Mulher e
Perinatal/Comissão de Farmácia e Terapêutica (CFT) (versão 01, agosto/2020) — Orientações

sobre contracepção hormonal em atraso. Divulgado em agosto de 2020.

87
Informe Técnico nº 06/2020 — Comissão de Farmácia e Terapêutica (CFT) atualizando o Anexo E
da Nota Técnica nº 002/2019 — CFT — Orientações sobre a administração de medicamentos
injetáveis na Atenção Primária à Saúde da SMSA sobre orientações para administração do
Metotrexato injetável. Divulgado em agosto de 2020.

Informe Técnico nº 07/2020/CFT-DIAS Coordenação de Atenção Integral à Saúde da Criança e do
Adolescente — Esclarecimento sobre a dispensação do medicamento lactulose 667 mg/ml, xarope,
frasco 120m!l para pacientes abaixo de 12 anos, faixa etária não prevista na bula de Lactulife”, do
Laboratório Natulab. Divulgado em agosto de 2020.

Informe Técnico nº 08/2020 — Comissão de Farmácia e Terapêutica (CFT) — Classificação de
Benzilpenicilina Procafna 300.000 UI + Benzilpenicilina Potássica 100.000 UI, pó liofilizado,
injetável, frasco ampola como “medicamento especial”, conforme Nota Técnica nº 006/2020 —
CFT. Divulgado em setembro de 2020.

Informe Técnico nº 09/2020 — Comissão de Farmácia e Terapêutica (CFT) — Orientações para
administração do sacarato de hidróxido férrico (Noripurum?) por via endovenosa nos centros de
saúde municipais. Divulgado em setembro de 2020.

Informe Técnico nº 05/2020 — Coordenação de Atenção Integral à Saúde da Mulher e
Perinatal/Comissão de Farmácia e Terapêutica (CFT), (versão 02, dezembro/2020) - Orientações
sobre contracepção hormonal em atraso. Divulgado em setembro de 2020.

Nota Técnica nº 006/2020 — CFT — Orientações sobre o Fornecimento de Medicamentos
Regulados, Estratégicos, Restritos, Exclusivos da URS, Especiais e Insumos. Revisão: versão 03,
fevereiro/2020. Divulgada em fevereiro de 2020.

Nota Técnica nº 008/2020 — Comissão de Farmácia e Terapêutica/Gerência de Rede Ambulatorial
Especializada - Padronização de heparina de baixo peso molecular para terapia de ponte nas
Clínicas de Anticoagulação da SMSA/BH. Divulgada em abril de 2020.

Nota Técnica CFT nº 005/2020 — Padronização de Medicamentos/Insumos necessários para os
atendimentos na Sala de Observação e nas Urgências e Emergências na Atenção Primária à Saúde.
(Versão 05, setembro/2020). Divulgada em setembro de 2020.

Nota Técnica CFT nº 10/2020 — Padronização de medicamentos necessários para os atendimentos
nas Urgências e Emergências das Unidades de Referência Secundária (URS) e Centros de
Especialidades Médicas (CEM Venda Nova e Barreiro), (versão 01, setembro/2020). Divulgada em

setembro de 2020.

Tabela 21 - Alterações da REMUME, Belo Horizonte, 2020.

PA ep Ta ENA UA

Total de itens na REMUME 384
Itens da REMUME incluídos 7

 

 

 

 

 

83
    

 

 

Alterações da REMUME

Itens da REMUME excluídos 7
Itens da REMUME modificados 5
Itens da REMUME substituídos 3

 

 

 

 

Fonte: CFT, dados extraídos em 08/01/2021.

Não obstante a CFT realizar as avaliações de alteração da REMUME buscando as melhores evidências em
saúde, foi possível alcançar economia nos custos sem que houvesse prejuízos na qualidade da assistência
prestada aos cidadãos. A otimização de custos em 2020 das alterações da REMUME gerou uma economia

estimada de R$ 571.123,42/ano.

Eixo II - Promoção e Vigilância em Saúde

A seguir são apresentadas, de forma sucinta, as informações mais relevantes relacionadas ao eixo
“Promoção e Vigilância em Saúde”, cujas ações foram realizadas no ano de 2020, de acordo com a

temática a ser tratada.
Temática 2.1: Vigilância sanitária e ambiental

Alvará de Autorização Simplificado

Tabela 22 - Alvarás de Autorização Sanitária (AAS) liberados, 2017 a 2020

Especificação pAnES PANE)

 

Alvarás de Autorização Sanitária liberados 5.373] 5.245 9.412 7.034|
Fonte: Sistema de Vigilância Sanitária (SISVISA).

Tabela 23 - Dados da Fiscalização Sanitária, 2017 a 2020

 

   

 

 

 

 

 

 

 

 

 

 

Especi 2017 20: PANE) 2020
Número de vistorias 30.365 32.768 25.926 22.474
Número de atendimentos 6.423) 9.616 9.803] 6.212
Número de vistorias de retorno! 4.294] 4.855 4.879) 3.054
Total 41.082 47.239] 40.608) 31.740
Fonte: SISVISA

a As vistorias de retorno são realizadas quando o proprietário ou responsável informa que as medidas demandadas pela vigilância Sanitária em
sua visita anterior estão providenciadas.

O número de alvarás liberados e vistorias realizadas no ano de 2020 foram influenciados pela pandemia
por COVID-19 e suas repercussões na situação econômica e financeira do país, reduzindo a abertura de
novos estabelecimentos sujeitos a emissão de alvará sanitário e, ainda, a medida desta Secretaria
Municipal de Saúde de prorrogar a vigência de alvarás sanitários por 6 meses, também em decorrência

da situação epidemiológica da COVID-19.

84
As vistorias, a partir do mês de março, alêm de priorizar os estabelecimentos de saúde de alto risco, foi
direcionada para os estabelecimentos que representam maior risco para a população para a transmissão

da COVID-19, especialmente quanto ao cumprimento dos protocolos sanitários instituídos pela PBH.

Projetos estratégicos no âmbito da Vigilância Sanitária

No cenário de pandemia e, além disso, em um contexto nacional de reformulação dos enfoques da
vigilância sanitária, buscando priorizar as estratégias de intervenção priorizando o risco sanitário e o
benefício potencial para a população, a VISA procurou dar sequência a projetos estratégicos que vão ao

encontro dessa diretriz.

Projeto Integravisa Il

Qualificação da gestão das ações estratégicas de Vigilância Sanitária no Sistema Nacional de Vigilância
Sanitária (SNVS). Foram selecionados pela ANVISA para piloto: Belo Horizonte, Curitiba, Minas Gerais e
Paraná. É fruto do Programa de Apoio ao Desenvolvimento Institucional do SUS (PROAD-SUS) e conta com
o apoio e consultoria da ANVISA, Hospital Alemão Oswaldo Cruz (HAOC) e Consultoria em Gestão e
Avaliação em Saúde (CONGEAS). Iniciou em 2019 e teve como finalidade a implantação do Sistema de

Gestão da Qualidade em Processos de Gestão da VISA BH (SGQ).

A partir do projeto, foi criada uma coordenação da gestão da qualidade na Vigilância Sanitária para
viabilizar a continuidade das ações. Como principal ação resultante do projeto foi implementada, a partir
de rodada piloto em dezembro de 2020, a rotina de análise crítica de indicadores da Vigilância Sanitária
que envolve Gerências de Vigilância Sanitária (GEVIS), DRES, Subsecretaria de Promoção e Vigilância à

Saúde (SUPVISA) e DVSA.

No âmbito nacional, como produto do projeto, em 2020 foi disponibilizada a publicação “Guia para
Implantação de Sistema de Gestão da Qualidade em Unidades do Sistema Nacional de Vigilância
ma

Sanitária”!, com efetiva participação da equipe da VISA de Belo Horizonte, que poderá apoiar a

