Contratada,"Nº Processo","Tipo de contrato","Tipo de processo","Data do Ateste","Data do Pagamento","Nº Empenho","Tipo Rubrica",PTRES,"Nº Ordem Bancária",Justificativa,Tema,"IDN Nota Fiscal","Nº Nota Fiscal","Valor bruto da contratada","Valor líquido da contratada","Veículo / Fornecedor","Valor bruto do fornecedor","Valor líquido do fornecedor","Nome fantasia do veículo","Grupo / Editora",Meios,"Tipo da praça de veiculação","Praças de Veiculação"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009601/2021-90,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800295,,"Combate ao mosquito Aedes Aegypti",350524,21159,78395.52,76606.87,"01.547.186/0001-66 / RIOVERDE SERVICOS DE PUBLICIDADE LTDA",66017.28,59778.65,"RIO VERDE",,"Mídia Exterior Digital",Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009602/2021-34,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800292,,"COVID-19 - CUIDADO PRECOCE",350519,21154,605.15,591.34,"89.112.452/0001-79 / RADIO CASSINO DE RIO GRANDE LTDA",509.6,509.6,"CASSINO AM",,Rádio,Regional,"RIO GRANDE - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009602/2021-34,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800292,,"COVID-19 - CUIDADO PRECOCE",350552,21196,4360.5,4261.01,"80.774.391/0003-00 / RADIO MENINA DO PARANA LTDA",3672,3325,"MASSA FM - CURITIBA",MASSA,Rádio,Regional,"CURITIBA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009602/2021-34,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800292,,"COVID-19 - CUIDADO PRECOCE",350546,21190,855,835.49,"05.708.672/0001-70 / RADIO EMISSORA DE EDUCACAO RURAL SANTAREM LTDA.",720,720,"RÁDIO RURAL DE SANTARÉM AM 710 - SANTARÉM (PA)",,Rádio,Regional,"SANTAREM - PA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009602/2021-34,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800292,,"COVID-19 - CUIDADO PRECOCE",350545,21189,1882.14,1839.2,"60.019.098/0001-50 / RADIO A VOZ DE SAO PEDRO LTDA",1584.96,1435.18,"ONDA LIVRE FM",,Rádio,Regional,"PIRACICABA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009602/2021-34,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800292,,"COVID-19 - CUIDADO PRECOCE",350544,21188,1534.25,1499.25,"54.365.267/0001-01 / RADIO DIFUSORA DE PIRACICABA SA",1292,1169.91,"DIFUSORA FM",,Rádio,Regional,"PIRACICABA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009602/2021-34,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800292,,"COVID-19 - CUIDADO PRECOCE",350543,21187,1326.67,1296.41,"54.365.267/0001-01 / RADIO DIFUSORA DE PIRACICABA SA",1117.2,1011.62,"DIFUSORA AM",,Rádio,Regional,"PIRACICABA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009602/2021-34,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800292,,"COVID-19 - CUIDADO PRECOCE",350542,21186,1531.87,1496.92,"08.148.492/0001-79 / SISTEMA MASSA DE COMUNICACAO LTDA",1290,1168.09,"MASSA FM - LONDRINA",MASSA,Rádio,Regional,"LONDRINA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009602/2021-34,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800292,,"COVID-19 - CUIDADO PRECOCE",350541,21185,1155.39,1129.03,"78.644.705/0001-39 / RADIO DIFUSORA DE LONDRINA LTDA",972.98,972.98,"DIFUSORA 690 AM,DIFUSORA LONDRINA",,Rádio,Regional,"LONDRINA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009602/2021-34,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800292,,"COVID-19 - CUIDADO PRECOCE",350539,21183,914.37,893.51,"89.340.574/0001-12 / RADIO SERRANA DE BENTO GONCALVES LTDA",770,770,"RADIO AMIZADE 1070",,Rádio,Regional,"BENTO GONCALVES - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009603/2021-89,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800115,"Utilidade Pública",190002,2021OB800293,,"CONSCIENTIZAÇÃO DAS FAMÍLIAS SOBRE OS RISCOS DE EXPOSIÇÃO DE CRIANÇAS NA INTERNET  - COMPLEMENTAR 2",350548,21192,531.06,518.95,"12.290.151/0001-00 / RADIO GAZETA DE ALAGOAS LTDA",447.22,404.96,"RADIO 98 FM",,Rádio,Regional,"MACEIO - AL"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009603/2021-89,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800115,"Utilidade Pública",190002,2021OB800293,,"CONSCIENTIZAÇÃO DAS FAMÍLIAS SOBRE OS RISCOS DE EXPOSIÇÃO DE CRIANÇAS NA INTERNET  - COMPLEMENTAR 2",350549,21193,513,501.3,"08.469.280/0001-93 / FUNDACAO NORTE RIO GRANDENSE DE PESQUISA E CULTURA",432,432,"RÁDIO UNIVERSITÁRIA FM",,Rádio,Regional,"NATAL - RN"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009604/2021-23,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800134,Institucional,168501,2021OB800294,,"Energia elétrica Amapá - Ação de Oportunidade",350550,21194,35458.56,34649.54,"08.998.104/0001-49 / DESTAC PROMOCOES CRIATIVAS EIRELI",29859.84,27038.09,"AMERICAN SAT",,"Mídia Exterior",Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009606/2021-12,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800138,"Utilidade Pública",168501,2021OB800296,,"Campanha Uso Consciente de Energia e Água",345686,19624,1060.2,1036.01,"29.109.698/0001-60 / RADIO NOVA FM DO MARANHAO LTDA",892.8,808.43,"RÁDIO NOVA FM",,Rádio,Regional,"SAO LUIS - MA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009606/2021-12,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800138,"Utilidade Pública",168501,2021OB800296,,"Campanha Uso Consciente de Energia e Água",350558,21202,5442.89,5318.71,"16.390.478/0001-05 / SISTEMA NORDESTE DE COMUNICACAO LTDA",4583.49,4150.35,"ITAPOAN FM",,Rádio,Regional,"SALVADOR - BA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009606/2021-12,Publicidade,Midia,2021/04/14,2021/04/28,2020NE800130,Institucional,188644,2021OB800296,,"Posicionamento Governo Federal",350252,21012,28215,27571.25,"01.913.227/0001-90 / ALUMI PUBLICIDADES LTDA",23760,21514.68,ALUMI,ALUMI,"Mídia Exterior",Regional,"BETIM - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350555,21198,1024.86,1001.48,"08.917.889/0001-88 / TERRA RADIO E TELEVISAO LTDA",863.04,863.04,"TERRA HD",,Rádio,Regional,"TERRA RICA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Produção,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350741,21240,3283,3283,"19.055.225/0001-73 / ZOOM IMAGEM COMERCIAL LTDA",3283,2972.76,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Produção,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350740,21239,7350,7350,"19.055.225/0001-73 / ZOOM IMAGEM COMERCIAL LTDA",7350,6655.42,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Produção,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350739,21238,3600,3600,"19.055.225/0001-73 / ZOOM IMAGEM COMERCIAL LTDA",3600,3259.8,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350727,21234,1130.88,1105.08,"02.015.014/0002-95 / RADIO EXCELSIOR S/A",952.32,862.33,"CBN PONTA GROSSA","SISTEMA GLOBO DE RADIO",Rádio,Regional,"PONTA GROSSA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350726,21233,640.06,625.46,"01.061.837/0001-03 / TV SERRA DOURADA EIRELI",539,488.06,"FM 100,9 RSD CRIXAS","SERRA DOURADA",Rádio,Regional,"CRIXAS - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350725,21232,271.43,265.24,"49.903.339/0001-97 / RADIO NOVO SOM DE BARRA BONITA LTDA",228.58,228.58,"RÁDIO 89 FM",,Rádio,Regional,"BARRA BONITA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350724,21231,720.62,704.18,"43.535.582/0001-13 / RADIO URUBUPUNGA LTDA",606.84,606.84,"JOVEM PAN NEWS - ANDRADINA","JOVEM PAM",Rádio,Regional,"ANDRADINA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350722,21229,1733.75,1694.19,"28.485.076/0002-54 / RADIO ASTRAL S/A",1460,1322.03,"JOVEM PAN FM - VITORIA","JOVEM PAM",Rádio,Regional,"VITORIA - ES"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350591,21219,3702.72,3618.24,"01.547.186/0001-66 / RIOVERDE SERVICOS DE PUBLICIDADE LTDA",3118.08,2823.42,"RIO VERDE",,"Mídia Exterior Digital",Regional,"RECIFE - PE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350589,21217,1006.52,983.55,"56.416.027/0001-14 / RADIO VALE DO TIETE DE SALTO LTDA",847.6,767.5,"VALE AM",,Rádio,Regional,"SALTO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350588,21216,1519.62,1484.95,"02.015.014/0002-95 / RADIO EXCELSIOR S/A",1279.68,1158.75,"CBN MARINGÁ","SISTEMA GLOBO DE RADIO",Rádio,Regional,"MARINGA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350587,21215,9234,9023.32,"58.829.003/0001-12 / EMISSORAS SERRANAS LTDA.",7776,7041.17,"NATIVA FM - CAMPINAS/SP",BAND,Rádio,Regional,"CAMPINAS - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350586,21214,10428.26,10190.33,"02.382.492/0001-52 / ALTA VISTA RÃDIO E TELEVISÃ¿O S/A",8781.7,7951.83,"BAND FM - CAMPINAS/ SP",BAND,Rádio,Regional,"CAMPINAS - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350584,21212,1546.6,1511.31,"02.367.888/0002-01 / SISTEMA ALAN KARDEC DE RADIODIFUSAO LTDA",1302.4,1302.4,"FM SUPER",,Rádio,Regional,"VITORIA - ES"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009884/2021-70,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800291,,"Combate ao mosquito Aedes Aegypti",350583,21211,879.96,859.88,"02.015.014/0002-95 / RADIO EXCELSIOR S/A",741.02,670.99,"CBN RIO BRANCO","SISTEMA GLOBO DE RADIO",Rádio,Regional,"RIO BRANCO - AC"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009886/2021-69,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800285,,"COVID-19 - CUIDADO PRECOCE",350579,21207,1636.75,1599.41,"77.670.651/0001-13 / SISTEMA PARANAENSE DE COMUNICACAO LTDA",1378.32,1248.07,"PAIQUERE FM",,Rádio,Regional,"LONDRINA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009886/2021-69,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800285,,"COVID-19 - CUIDADO PRECOCE",350721,21228,7845.3,7666.3,"19.632.167/0001-01 / INFRAMIDIA HOLDING LTDA.",6606.58,5982.26,INFRAMIDIA,,Internet,Regional,"CONFINS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009886/2021-69,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800285,,"COVID-19 - CUIDADO PRECOCE",350720,21227,914.37,893.51,"08.838.078/0001-91 / MAIS POP COMUNICACAO, PUBLICIDADE E RADIODIFUSAO LTDA",770,770,"MAIS NOVA 90,1 FM - PASSO FUNDO",,Rádio,Regional,"PASSO FUNDO - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009886/2021-69,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800285,,"COVID-19 - CUIDADO PRECOCE",350719,21226,1241.46,1213.14,"48.689.921/0002-10 / RADIO GUARUJA PAULISTA LTDA",1045.44,946.65,"RÁDIO GUARUJÁ AM",,Rádio,Regional,"GUARUJA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009886/2021-69,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800285,,"COVID-19 - CUIDADO PRECOCE",350582,21210,2787.87,2724.26,"02.015.014/0002-95 / RADIO EXCELSIOR S/A",2347.68,2125.82,"CBN RIBEIRÃO PRETO","SISTEMA GLOBO DE RADIO",Rádio,Regional,"RIBEIRAO PRETO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009886/2021-69,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800285,,"COVID-19 - CUIDADO PRECOCE",350581,21209,650.75,635.9,"01.385.423/0001-30 / REDE NOVO TEMPO DE COMUNICACAO",548,548,"NOVO TEMPO FM 97,5 - POCOS DE CALDAS/MG",,Rádio,Regional,"POCOS DE CALDAS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009886/2021-69,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800117,"Utilidade Pública",186452,2021OB800285,,"COVID-19 - CUIDADO PRECOCE",350580,21208,458.85,448.38,"03.238.677/0001-50 / SISTEMA RADIO NORTE LTDA",386.4,386.4,"ITATIAIA FM - MONTES CLAROS/MG",,Rádio,Regional,"MONTES CLAROS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009889/2021-01,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800120,"Utilidade Pública",173207,,,"Combate ao mosquito Aedes Aegypti - complementar",350585,21213,68947.2,67374.12,"08.576.973/0001-85 / MOV BAHIA COMUNICACAO LTDA",58060.8,52574.05,"BUS TV - SALVADOR",,"Mídia Exterior Digital",Regional,"SALVADOR - BA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009889/2021-01,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800142,"Utilidade Pública",174326,,,"Lançamento do Programa de Revitalização de Bacias Hidrográficas",350728,21235,8788.29,8587.78,"25.099.667/0001-14 / GO2ADS MIDIA DIGITAL LTDA",7400.68,6701.32,GO2MOB,,Internet,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009890/2021-27,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800138,"Utilidade Pública",168501,2021OB800288,,"Campanha Uso Consciente de Energia e Água",350590,21218,30573.77,29876.21,"17.416.961/0001-84 / REDE RESIDENCIAL MIDIA SINALIZACAO DIGITAL LTDA",25746.34,25746.34,REMIDIA,,"Mídia Exterior Digital",Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009890/2021-27,Publicidade,Produção,2021/04/16,2021/04/28,2020NE800138,"Utilidade Pública",168501,2021OB800288,,"Campanha Uso Consciente de Energia e Água",350595,21223,4072.32,4072.32,"29.068.280/0001-51 / IDENTFIX SERIGRAFIA E IMPRESSAO DIGITAL EIRELI",4072.32,3687.49,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009890/2021-27,Publicidade,Produção,2021/04/16,2021/04/28,2020NE800138,"Utilidade Pública",168501,2021OB800288,,"Campanha Uso Consciente de Energia e Água",350594,21222,4445.7,4445.7,"29.068.280/0001-51 / IDENTFIX SERIGRAFIA E IMPRESSAO DIGITAL EIRELI",4445.7,4025.58,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009890/2021-27,Publicidade,Produção,2021/04/16,2021/04/28,2020NE800138,"Utilidade Pública",168501,2021OB800288,,"Campanha Uso Consciente de Energia e Água",350593,21221,6909.1,6909.1,"29.068.280/0001-51 / IDENTFIX SERIGRAFIA E IMPRESSAO DIGITAL EIRELI",6909.1,6256.19,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.009894/2021-13,Publicidade,Midia,2021/04/16,2021/04/28,2020NE800121,"Utilidade Pública",173207,2021OB800286,,"Combate ao mosquito Aedes Aegypti",350592,21220,131255.04,128260.36,"01.547.186/0001-66 / RIOVERDE SERVICOS DE PUBLICIDADE LTDA",110530.56,100085.42,"RIO VERDE",,"Mídia Exterior Digital",Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800117,"Utilidade Pública",186452,20210B800289,,"COVID-19 - CUIDADO PRECOCE",350547,21191,1503.37,1469.07,"31.232.747/0001-07 / RADIO ENERGIA LTDA",1266,1266,"88 FM",,Rádio,Regional,"VOLTA REDONDA - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800121,"Utilidade Pública",173207,20210B800289,,"Combate ao mosquito Aedes Aegypti",350782,21264,855,835.49,"59.158.535/0001-38 / RADIO 99 FM STEREO LTDA",720,651.96,"ALELUIA 95,9 FM",ALELUIA,Rádio,Regional,"SAO JOAO DA BOA VISTA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800121,"Utilidade Pública",173207,20210B800289,,"Combate ao mosquito Aedes Aegypti",350781,21263,304.15,297.21,"02.197.861/0001-37 / RADIO PARANAIBA LTDA",256.13,256.13,"NOVA PARANAIBA",,Rádio,Regional,"ITUMBIARA - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800117,"Utilidade Pública",186452,20210B800289,,"COVID-19 - CUIDADO PRECOCE",350779,21261,436.05,426.1,"05.208.699/0001-01 / RADIO ALVORADA DE RONDONIA LTDA",367.2,367.2,"RÁDIO ALVORADA",,Rádio,Regional,"JI-PARANA - RO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800121,"Utilidade Pública",173207,20210B800289,,"Combate ao mosquito Aedes Aegypti",350766,21257,32170.8,31436.8,"25.099.667/0001-14 / GO2ADS MIDIA DIGITAL LTDA",27091.2,24531.08,GO2MOB,,Internet,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800121,"Utilidade Pública",173207,20210B800289,,"Combate ao mosquito Aedes Aegypti",350765,21256,1496.25,1462.11,"75.034.439/0001-34 / SUL PARANA RADIODIFUSAO LTDA",1260,1260,"DIFUSORA DO XISTO FM",,Rádio,Regional,"SAO MATEUS DO SUL - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800121,"Utilidade Pública",173207,20210B800289,,"Combate ao mosquito Aedes Aegypti",350763,21254,498.75,487.37,"76.920.370/0001-09 / FUNDACAO EDUCACIONAL DOM PEDRO FELIPAK",420,420,"T FM - EDUCADORA FM",,Rádio,Regional,"WENCESLAU BRAZ - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800121,"Utilidade Pública",173207,20210B800289,,"Combate ao mosquito Aedes Aegypti",350762,21253,950,928.32,"59.158.535/0001-38 / RADIO 99 FM STEREO LTDA",800,724.4,"97,1 FM",ALELUIA,Rádio,Regional,"PIRACICABA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800121,"Utilidade Pública",173207,20210B800289,,"Combate ao mosquito Aedes Aegypti",350761,21252,453.86,443.51,"01.061.837/0001-03 / TV SERRA DOURADA EIRELI",382.2,346.08,"FM 90,9 RSD CAIAPÔNIA","SERRA DOURADA",Rádio,Regional,"CAIAPONIA - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800117,"Utilidade Pública",186452,20210B800289,,"COVID-19 - CUIDADO PRECOCE",350760,21251,1187.5,1160.4,"91.665.570/0001-56 / GRUPO EDITORIAL SINOS SA",1000,905.5,"ABC 103,3 FM",SINOS,Rádio,Regional,"NOVO HAMBURGO - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800117,"Utilidade Pública",186452,20210B800289,,"COVID-19 - CUIDADO PRECOCE",350759,21250,1169.68,1143,"01.385.423/0001-30 / REDE NOVO TEMPO DE COMUNICACAO",985,985,"NOVO TEMPO FM 104,9 - MARINGÁ/PR",,Rádio,Regional,"MARINGA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800117,"Utilidade Pública",186452,20210B800289,,"COVID-19 - CUIDADO PRECOCE",350730,21237,2590.13,2531.03,"19.632.167/0001-01 / INFRAMIDIA HOLDING LTDA.",2181.17,1975.05,INFRAMIDIA,,Internet,Regional,"CONFINS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.010180/2021-40,Publicidade,Midia,2021/04/19,2021/04/28,2020NE800121,"Utilidade Pública",173207,20210B800289,,"Combate ao mosquito Aedes Aegypti",350729,21236,3499.68,3419.83,"19.632.167/0001-01 / INFRAMIDIA HOLDING LTDA.",2947.1,2668.6,INFRAMIDIA,,Internet,Regional,"CONFINS - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.008710/2021-90,Publicidade,Midia,2021/04/06,2021/04/20,2020NE800109,Institucional,185368,2021OB800172,,"Semana Nacional do Trânsito - Novo Empenho",350099,20933,92792.98,90675.85,"25.247.601/0001-24 / TERENCE LEMOS GARGANTINI LTDA",78141.54,70757.16,"MYCUJOO BRASIL",,Internet,Nacional,Brasil
